nightly_fee,cleaning_fee,occupancy_tax_rate,avg_rating,reviews,city,max_capacity
179,79,0.08,2.53,974,Lake Lonnie,3
78,68,0.11,1.48,436,North Armandohaven,5
124,26,0.08,4.66,557,Denabury,10
142,27,0.12,3.73,691,New Adeline,7
80,51,0.08,1.14,598,East Arturo,5
353,30,0.11,0.22,436,East Blancheshire,3
131,40,0.10,0.08,979,Brekkestad,3
271,27,0.08,3.82,642,Funkshire,10
96,46,0.10,1.82,162,North Monserrate,3
140,40,0.11,2.27,432,Lake Lisabury,8
345,22,0.08,0.02,990,Roobmouth,6
74,39,0.12,4.17,923,Port Stone,10
99,32,0.09,2.43,609,Port Annalise,7
198,26,0.08,3.57,875,Port Willieland,7
97,44,0.08,3.42,466,Cesarhaven,2
79,53,0.11,2.25,764,East Jacquesview,7
247,25,0.09,0.75,730,New Hermina,4
100,60,0.10,1.78,234,Waldoborough,4
316,44,0.10,2.89,282,Port Greggville,9
128,71,0.08,2.35,175,Estevanport,5
168,37,0.10,3.49,568,Kihnfort,2
319,33,0.09,0.45,109,New Linnieshire,9
230,71,0.11,1.48,271,Nikolausshire,4
199,36,0.11,4.37,275,Tristonborough,7
165,71,0.12,0.72,223,Kaylieberg,10
266,35,0.08,0.51,943,Feestport,4
85,24,0.10,3.83,244,Taramouth,9
217,63,0.09,4.51,842,Donnellystad,4
75,60,0.08,0.5,965,New Hailie,8
144,46,0.08,3.17,111,Daynastad,10
151,77,0.09,3.3,73,Soniaburgh,4
353,62,0.09,1.6,532,Ariannaview,3
111,41,0.08,4.68,262,South Jacynthehaven,6
153,71,0.1,1.8,486,Cartwrightville,8
262,38,0.11,1.05,246,South Keltonton,2
235,60,0.12,4.59,895,Moniqueside,7
93,49,0.08,4.66,227,Wunschtown,3
114,66,0.11,4.09,383,Hodkiewicztown,9
257,40,0.08,4.04,938,East Edwinabury,9
149,75,0.08,2.99,878,McDermottmouth,5
160,66,0.11,3.52,800,South Idellville,9
264,37,0.09,2.16,219,North Betsyhaven,9
217,41,0.09,3.26,607,North Cierra,2
145,34,0.10,0.53,441,New Carissa,4
327,56,0.09,0.86,134,North Hollis,9
328,69,0.12,1.99,41,Lednertown,9
214,32,0.08,3.72,810,Lowellburgh,5
308,35,0.12,1.8,778,Port Ivoryton,4
148,56,0.10,3.72,762,Ratkehaven,7
238,72,0.08,3.36,106,Britneychester,5
327,42,0.08,4.83,411,Lake Shainafurt,10
313,29,0.1,2.67,54,Conroyside,2
260,46,0.09,4.24,454,Hankville,10
238,78,0.11,1.64,325,North Jarvis,4
127,39,0.11,3.84,975,Shieldsfurt,6
299,30,0.11,4.3,725,New Geoffrey,10
123,26,0.11,3.66,785,Bransonshire,7
356,38,0.11,1.07,881,Mayermouth,4
158,47,0.10,2.93,343,Oberbrunnerborough,8
336,42,0.08,0.01,90,East Virginieton,4
252,57,0.10,1.04,899,Vincenzoville,8
71,49,0.11,3.92,316,Deckowborough,7
273,75,0.08,2.41,325,Leuschkestad,5
235,44,0.09,2.59,669,Cruickshankfurt,9
259,68,0.09,1.37,497,Lake Reynold,7
287,69,0.12,3.36,633,Quigleyborough,9
193,43,0.12,1.21,422,Koelpinside,5
84,32,0.08,0.58,890,Hudsonhaven,5
150,51,0.09,3.15,441,South Isac,6
182,42,0.12,1.16,837,North Cesar,6
64,57,0.08,0.53,367,New Edyth,3
232,69,0.11,1.06,516,Manteberg,10
137,41,0.09,2.03,914,North Art,9
183,22,0.08,2.76,982,Lake Wyatt,9
249,51,0.11,0.66,591,Altheastad,9
283,24,0.11,1.97,285,New Maegan,3
88,49,0.10,1.48,414,Trystanport,3
302,36,0.09,2.42,908,Tonychester,6
178,27,0.08,3.32,50,East Keiraborough,2
291,61,0.09,1.24,544,Waltonbury,7
331,38,0.11,0.82,569,Montystad,4
118,39,0.12,1.48,829,East Brant,7
340,29,0.11,4.27,363,North Rosalynburgh,7
311,73,0.10,3.41,641,West Colleen,10
244,65,0.11,4.77,673,Lake Chauncey,7
75,39,0.12,3.55,314,Jadeside,5
279,44,0.11,2.17,642,Dereckport,9
309,28,0.09,3.76,486,Bergstromfort,10
184,21,0.12,1.33,984,Port Terrencemouth,4
236,68,0.12,0.19,518,Lueilwitzfurt,2
138,56,0.08,3.87,267,Brakusmouth,2
310,78,0.12,4.04,331,Kesslerview,7
88,62,0.09,2.98,607,Alyciaberg,9
240,34,0.09,4.92,788,Ziemannhaven,6
102,42,0.09,1.61,756,North Diegohaven,8
127,40,0.12,0.98,866,Satterfieldberg,9
322,40,0.10,0.53,384,South Winnifred,7
237,59,0.10,3.54,642,Lake Wilhelmine,10
64,48,0.12,2.26,498,Nolanbury,5
81,54,0.1,0.03,816,Lake Edythefurt,10
268,58,0.12,0.33,112,North Daron,9
83,22,0.10,4.28,97,Ethanmouth,9
146,55,0.10,4.19,852,Port Dee,7
345,69,0.12,2.01,1,Alizaland,3
124,58,0.09,3.93,290,West Jordonstad,7
148,32,0.10,2.45,967,Gabeville,8
279,45,0.09,2.81,170,West Fritzfort,6
275,48,0.09,3.48,200,New Aurelie,2
187,46,0.12,1.6,930,Wardburgh,6
182,32,0.12,3.45,337,Reichelside,10
289,54,0.08,0.6,297,South Lawrenceburgh,5
101,63,0.09,2.22,721,Port Roderickburgh,2
309,24,0.12,1.11,278,East Jayme,4
314,31,0.11,0.12,109,Joelchester,7
228,40,0.12,3.82,719,West Caleb,9
142,43,0.10,1.52,674,West Shayne,7
122,36,0.12,4.16,209,Lake Aletha,9
61,72,0.12,2.29,553,West Ansley,3
306,62,0.10,3.03,616,East Jordanemouth,6
128,75,0.11,0.35,32,Port Caitlyn,7
339,77,0.10,4.38,12,Karlshire,2
343,80,0.11,4.57,488,Kimberlychester,3
121,32,0.11,1.84,559,New Agustin,6
102,73,0.11,1.03,707,Diannashire,9
228,49,0.1,3.45,635,North Roderick,6
88,78,0.11,0.86,495,West Lula,8
112,60,0.12,4.45,283,Hankmouth,9
238,70,0.08,3.26,741,New Molly,7
300,34,0.12,4.04,60,Lake Brandy,9
175,53,0.10,2.12,170,Brigitteside,2
259,79,0.09,3.3,715,New Joey,5
223,56,0.11,4.63,507,Wardfort,3
134,28,0.10,1.36,826,Heidenreichport,2
235,58,0.09,3.06,559,South Tayaton,2
290,26,0.11,2.93,136,West Gianni,4
66,54,0.10,0.22,896,South Paris,5
285,33,0.12,3.6,247,Port Rosaliaburgh,8
118,28,0.11,2.35,44,Zitaland,4
120,66,0.10,2.34,395,Bernhardfort,6
86,47,0.11,4.36,748,Lake Fredy,6
147,75,0.12,1.43,960,New Mustafa,3
262,52,0.09,1.31,733,Millsborough,4
103,72,0.11,1.75,830,Christabury,5
75,41,0.10,0.81,666,Port Ewellmouth,2
305,56,0.12,4.73,313,Port Drew,4
248,45,0.11,3.91,785,New Carlosborough,5
283,55,0.10,1.78,358,East Rudolph,4
172,69,0.11,2.23,514,Terrystad,4
302,36,0.12,1.63,871,Port Ofelia,4
224,23,0.09,3.41,590,West Letitiaton,8
233,39,0.12,1.66,106,New Brayan,9
142,39,0.10,1.81,65,Gustfurt,10
240,38,0.11,1.97,206,Boehmchester,2
117,48,0.08,4.18,769,Brendanberg,3
182,21,0.08,2.33,718,Anabury,10
358,28,0.09,1.41,59,Port Karen,10
313,30,0.12,2.36,210,New Forest,4
61,59,0.10,3.79,891,Port Floyfurt,2
360,79,0.10,3.27,146,West Marietta,7
108,80,0.09,0.01,339,Kareemchester,9
167,51,0.1,1.89,383,New Troyside,9
142,29,0.11,1.89,505,East Matildamouth,2
342,48,0.11,2.3,708,Huelshaven,9
87,23,0.10,3.73,260,North Julien,2
246,43,0.08,2.54,327,Hoseamouth,6
130,77,0.10,3.33,982,Millsville,3
65,74,0.12,4.68,752,Mekhimouth,6
306,46,0.10,0.82,201,South Dewaynehaven,9
199,48,0.09,0.05,885,Port Tanya,8
71,43,0.12,3.18,678,Delilahview,8
172,31,0.11,3.11,269,Parisianbury,10
91,64,0.12,3.61,847,Port June,4
128,45,0.08,3.62,760,Lake Reymundo,9
287,75,0.08,0.05,734,Port Vida,9
297,29,0.12,0.32,415,Donavonbury,8
194,26,0.08,4.37,488,New Cade,3
163,49,0.09,0.73,893,South Milton,6
114,43,0.09,4.34,252,North Amie,10
157,23,0.10,0.87,72,Whitetown,7
254,74,0.12,2.64,11,West Jalynborough,7
342,29,0.12,1.25,880,East Bertramfort,7
100,54,0.08,1.46,295,New Hugh,5
274,80,0.12,0.55,249,Port Rodolfoborough,6
229,24,0.12,0.54,35,New Carrollberg,5
312,77,0.11,4.1,664,Muellerberg,5
317,34,0.1,1.99,724,Lennyport,3
184,48,0.08,1.88,831,North Kennedimouth,4
340,71,0.09,1.15,394,West Rahsaanbury,9
157,48,0.12,2.06,143,Aliaport,8
337,71,0.11,2.33,971,Lake Alison,10
339,26,0.08,2.54,822,Devonteburgh,6
194,32,0.12,1.55,508,New Madelyn,3
204,41,0.11,4.71,124,New Imachester,6
138,47,0.12,4.81,119,Rosaleeville,6
146,40,0.12,1.99,362,South Cleo,8
95,31,0.12,4.35,990,East Mary,2
233,61,0.08,2.62,46,East Ednachester,10
285,33,0.09,2.72,793,Ernserchester,9
234,42,0.10,0.56,844,North Cassieburgh,9
236,52,0.11,4.8,484,West Pablo,5
94,60,0.08,0.44,103,South Princessville,2
130,62,0.09,3.34,847,Jackelineview,2
133,56,0.09,1.28,109,South Angelinetown,5
197,66,0.10,1.97,117,South Jonatanland,9
311,31,0.1,3.82,362,South Felix,3
355,77,0.12,3.33,679,New Candaceburgh,4
184,40,0.11,2.36,209,Romagueraton,3
349,24,0.10,3.89,680,Pollymouth,7
298,21,0.11,4.32,300,West Jeffreyview,9
80,59,0.12,2.56,379,East Kiley,3
249,49,0.13,3.55,189,West Dallasview,5
262,66,0.12,2.12,285,New Sherwood,5
319,58,0.08,0.93,573,Dickinsonstad,10
118,76,0.10,4.64,69,South Roxanne,9
173,58,0.10,0.44,203,Bartolettifurt,8
296,56,0.08,1.93,433,Abbottside,10
330,67,0.12,2.07,369,Brandyport,8
254,40,0.09,3.01,734,East Nickmouth,6
82,79,0.09,3.61,43,Rutherfordtown,7
68,38,0.12,1.01,182,North Karianeville,6
167,69,0.11,0.78,8,New Marlinfort,6
331,41,0.11,0.74,678,Lake Madge,4
145,25,0.10,4.96,630,West Jeraldport,4
296,63,0.09,4.17,882,Port Estell,8
88,24,0.10,2.47,844,Brittanyborough,5
113,28,0.1,0.86,380,New Ernestine,9
315,31,0.12,1.49,94,Margarettachester,4
99,23,0.10,4.1,975,New Barton,10
232,49,0.09,1.33,748,Jacobichester,3
323,78,0.09,0.9,995,Lake Bernardmouth,7
218,63,0.09,3.01,371,South Luzfort,4
75,69,0.09,0.61,31,North Erwin,7
320,80,0.11,1.55,177,South Lizethville,3
176,34,0.11,3.76,474,Ankundingchester,10
172,80,0.10,1.62,209,Pfannerstilltown,2
199,31,0.10,4.07,151,Lowemouth,9
122,43,0.09,4.16,195,Donatoview,10
268,36,0.12,4.47,141,West Jaylenland,6
94,64,0.11,3.07,923,Flatleytown,10
244,41,0.08,2.09,269,Christiansenside,8
123,31,0.10,4.87,440,Port Brooke,4
311,60,0.08,3.29,112,Eunicefort,8
308,29,0.09,4.62,751,Leuschkeberg,3
124,68,0.12,3.42,82,Okunevaborough,6
268,79,0.11,0.95,921,Quintenfort,5
289,80,0.10,4.29,890,Bogisichfort,10
100,52,0.11,4.75,122,Omarichester,3
89,24,0.10,2.34,219,Edashire,8
327,46,0.08,3.44,306,Port Kylehaven,4
104,33,0.12,3.92,968,Funkborough,7
282,21,0.09,2.88,802,Elnoraside,9
245,44,0.11,2.45,290,Lake Declanhaven,7
85,46,0.12,1.32,459,Marshallland,6
120,74,0.11,1.8,104,Wizamouth,6
132,53,0.10,3.49,901,Ewellton,2
165,64,0.11,4.02,515,West Emileville,10
196,72,0.09,0.13,308,Bergebury,9
313,58,0.08,0.29,780,Boscoborough,9
85,43,0.11,3.69,359,East Clayview,9
210,30,0.11,2.04,709,Quitzonberg,9
193,75,0.11,4.19,61,North Kevonchester,8
187,80,0.10,1.78,502,Auerside,3
319,62,0.12,2.32,465,South Cotyton,6
209,40,0.10,3.17,312,East Otis,5
337,47,0.08,2.73,187,Tillmanfurt,5
196,47,0.08,2.57,675,Dessiehaven,6
198,76,0.08,3.78,572,Johnsonview,2
162,37,0.11,3.5,598,Margieberg,3
254,25,0.11,4.31,494,East Candiceton,2
181,62,0.11,4.54,514,South Ameliamouth,10
136,42,0.11,3.65,589,West Jalonchester,7
302,58,0.11,4.85,719,Shemarview,9
261,62,0.09,4.03,768,West Carmellaport,10
239,58,0.11,1.5,157,Onaside,7
246,77,0.10,4.72,813,North Harrison,5
311,56,0.08,2.75,293,New Derrickburgh,10
256,37,0.12,3.21,986,North Susana,6
316,54,0.12,4.99,411,Sipesport,5
328,66,0.10,0.61,205,East Laurineshire,8
305,35,0.12,0.58,85,Bayerside,6
271,61,0.12,4.07,771,Lake Joesph,5
76,79,0.11,3.68,763,East Nikolasview,6
141,32,0.11,2.75,419,Bridgettemouth,3
251,50,0.12,3.86,694,Port Lupefurt,6
259,41,0.09,1.67,756,South Destany,7
282,38,0.11,1.18,348,Adellaborough,8
283,63,0.11,1.78,40,Priceside,7
111,64,0.12,3.28,211,South Terrance,2
241,24,0.10,2.82,815,Ortizmouth,10
137,57,0.10,3.42,161,Lake Abelardoshire,5
246,38,0.10,3.7,478,South Armanibury,7
69,32,0.09,1.35,20,Helenaburgh,3
338,30,0.09,0.03,961,Lemkefort,2
151,49,0.11,0.6,985,New Marianneton,7
253,74,0.12,3.45,239,East Theronbury,10
232,24,0.13,2.54,895,New Carolville,7
74,59,0.11,3.74,958,Khalidbury,2
291,72,0.09,1.56,482,North Bryon,10
321,38,0.11,4.88,580,West Larueview,7
225,30,0.10,1.57,453,Mohrfort,7
90,78,0.09,2.63,746,Jabarichester,10
212,77,0.12,3.56,443,Vadahaven,3
93,24,0.09,0.85,786,Tyrellfurt,8
201,25,0.11,4.19,666,Port Lorena,6
239,60,0.08,1.17,814,West Flavio,9
64,70,0.11,3,592,Konopelskifort,10
153,65,0.09,3.32,435,Port Charleytown,9
107,29,0.08,3.54,280,South Janaefort,8
321,28,0.09,4.55,145,North Shanelle,2
90,53,0.11,3.53,399,North Jayde,10
311,65,0.08,2.12,663,Spencerborough,7
357,58,0.09,4.76,862,North Makayla,3
215,77,0.08,3.53,106,New Joannie,5
224,44,0.11,4.64,264,Lysanneport,10
199,26,0.11,4.98,439,Walterberg,8
64,40,0.1,3.59,835,Littelstad,10
296,28,0.09,4.22,438,East Cindychester,2
178,40,0.08,2.48,308,New Shaynaberg,5
280,57,0.09,4.66,406,Port Jaydonshire,8
324,80,0.09,4.92,800,Greenfelderborough,10
61,74,0.08,4.08,779,Theronmouth,5
218,80,0.11,2.2,422,Buckborough,4
286,60,0.11,0.98,198,West Dixieberg,2
280,32,0.12,3.01,3,Blandaport,9
136,55,0.10,3.99,427,East Emmyhaven,8
98,62,0.08,1.55,273,Haagtown,3
255,31,0.12,0.79,776,Beerview,9
91,50,0.08,2.48,990,West Elainaside,4
261,31,0.11,2.1,25,Coralietown,8
217,66,0.10,0.45,144,Gulgowskiville,5
266,52,0.08,2.21,8,East Phyllisfurt,5
143,67,0.10,3.74,965,Port Annabellestad,4
299,79,0.10,4.4,542,Jaquelinefort,10
128,45,0.09,4.92,845,Lake Karina,7
358,55,0.09,4.55,3,Lake Dustyburgh,10
130,49,0.09,1.87,513,North Nichole,8
320,22,0.09,4.11,300,Lake Rowan,4
93,36,0.11,1.02,591,Muellerborough,6
340,70,0.11,4.8,131,South Opheliaberg,3
344,29,0.09,4.42,917,Haneburgh,8
310,26,0.08,0.23,206,Lake Mozellchester,3
210,80,0.1,3.82,531,Sheridanshire,4
141,23,0.10,2.65,829,Lake Earlmouth,10
177,46,0.12,3.98,952,Wardmouth,2
103,31,0.11,3,270,New Katelynnmouth,8
163,64,0.09,1.88,279,New Nathanaelmouth,6
87,48,0.10,0.56,377,West Thadbury,3
256,30,0.11,4.2,164,New Derickfort,3
163,52,0.08,1.44,602,Botsfordchester,2
156,55,0.09,3.49,89,North Muriel,4
266,64,0.11,2.99,763,North Dimitri,4
68,77,0.09,2.02,827,South Tianna,6
334,31,0.08,4.16,534,Madelynchester,10
123,80,0.09,2.07,164,Austintown,7
214,46,0.10,1.44,30,West Eldridge,3
237,39,0.09,0.01,245,Hollisshire,2
246,27,0.08,4.53,998,Mitchellbury,8
94,25,0.09,2.17,995,North Retha,7
83,74,0.10,3.93,374,Madisonton,3
62,80,0.12,3.92,461,Elmiraville,5
250,55,0.13,4.37,739,Port Addisonstad,4
334,43,0.11,4.64,73,East Michaelville,10
271,33,0.09,4.1,262,Schustermouth,5
230,29,0.11,4.03,530,Lake Laurineberg,3
105,31,0.11,0.94,526,Port Iva,2
188,22,0.10,4.94,888,Hermistonstad,9
213,38,0.11,2.5,749,Kshlerinmouth,2
144,50,0.09,1.85,753,Hoegerfort,5
114,27,0.12,4.03,27,Lake Ociemouth,5
301,33,0.11,0.33,983,Batzport,8
313,44,0.10,4.16,379,Luettgenhaven,3
327,77,0.09,1.92,551,Bayerfort,4
171,76,0.09,2.26,685,Jovannyville,5
252,43,0.08,0.93,632,Genevieveport,7
329,60,0.09,4.42,649,Odellfurt,6
137,28,0.12,1.06,619,Gibsonshire,3
292,59,0.11,4.36,987,Lake Kirstinmouth,3
196,41,0.09,3.02,562,Collierhaven,2
295,58,0.09,0.45,369,Carafurt,3
146,35,0.09,2.4,874,Blickborough,10
265,46,0.08,2.31,617,Americaview,3
126,74,0.12,4.65,704,East Simeon,4
275,46,0.08,4.55,391,New Grady,9
165,24,0.11,0.18,354,Osinskihaven,5
189,46,0.10,2.82,294,Kuhlmanberg,4
348,30,0.10,1.33,758,Ferntown,5
210,61,0.08,0.73,0,Swiftfort,10
96,37,0.09,0.84,234,New Jamisonstad,8
218,21,0.08,1.88,174,Predovicton,10
131,75,0.08,0.49,690,East Alvahmouth,4
83,36,0.09,2.22,266,Kozeyfort,8
321,22,0.10,0.6,175,North Nikita,10
135,53,0.10,2.55,316,West Dasia,2
249,56,0.13,4.58,332,Runolfsdottirburgh,4
238,30,0.08,1.6,432,North Magnus,7
243,72,0.11,0.86,339,Ziemanntown,8
278,50,0.10,1.84,48,Port Rosemarie,9
269,67,0.08,4.28,235,Lake Jacques,6
299,61,0.09,1.54,195,Felicitachester,4
245,30,0.10,3.99,635,East Leliaborough,2
194,52,0.11,2.95,675,West Woodrowmouth,7
252,39,0.11,2.42,612,West Stephen,6
313,71,0.12,0.95,597,South Maciview,7
289,61,0.10,0.08,313,Mosciskiborough,8
331,45,0.10,4.18,404,Opheliaport,9
197,66,0.13,4.58,868,Halvorsonshire,7
221,67,0.11,3.89,477,Lake Carmine,5
127,22,0.10,1.28,62,Venaborough,2
149,40,0.08,3.01,982,Lake Una,8
233,55,0.11,3.15,328,Kohlerchester,5
327,40,0.08,1.35,672,Mathildemouth,9
269,40,0.11,0.13,554,New Krista,8
304,39,0.12,4.69,193,West Rubybury,2
335,48,0.08,1.08,71,Kylaland,2
357,36,0.11,2.43,705,North Maeve,10
73,36,0.1,1.95,720,West Reannaside,2
281,49,0.12,1.72,153,East Janiceside,4
297,28,0.12,4.04,994,North Jalenville,10
221,52,0.12,3.1,773,Kautzerfort,4
74,45,0.11,0.56,4,New Mozellland,9
228,31,0.12,4.55,320,Gregoriamouth,5
238,72,0.12,1.67,194,Janiceshire,4
130,33,0.12,0.08,784,Port Kayceeport,5
265,54,0.11,4.12,337,Kodyland,3
209,24,0.10,0.06,477,North Candidobury,4
61,79,0.11,0.63,247,West Heidi,10
288,74,0.12,1.72,82,Hackettberg,5
130,47,0.09,3.38,667,Port Jade,5
94,21,0.09,4.16,123,Grantport,5
119,74,0.08,3.94,833,South Kole,2
301,78,0.12,1.21,410,East Therese,3
119,63,0.10,0.94,893,West Marleytown,2
202,38,0.09,2.04,403,New Audie,4
350,33,0.12,4.89,309,Port Lutherview,4
79,31,0.11,3.06,746,Lake Nasirberg,5
316,57,0.10,0.27,452,Champlinmouth,7
117,44,0.09,1.17,849,East Modestofurt,9
151,29,0.13,1.19,684,Kertzmannberg,5
196,50,0.12,2.92,825,Karolannshire,3
242,54,0.08,3.99,552,Lorenmouth,10
246,66,0.09,2.94,806,Gutkowskimouth,2
113,62,0.12,0.55,49,Keeblermouth,2
111,39,0.11,0.2,642,Cassandreside,5
138,41,0.12,1.08,540,Kuhlmanmouth,7
126,39,0.08,0.78,169,South Effie,2
230,51,0.08,0.28,313,Elwynchester,4
271,21,0.11,0.7,580,North Earl,4
223,29,0.10,0.23,432,Bayerview,3
288,23,0.12,1.18,390,Schambergerborough,4
91,25,0.11,2.31,661,New Jakeville,9
68,77,0.12,1.12,283,Noelton,2
327,24,0.09,2.29,203,East Casandra,6
174,41,0.10,1.11,239,Pfannerstillton,3
105,53,0.11,0.67,944,O'Reillyton,8
161,50,0.10,0.6,310,Naderside,4
101,52,0.09,2.94,846,Lake Murphy,9
105,40,0.12,3.78,265,Jakubowskiview,8
72,56,0.09,0.21,138,Janaport,5
155,33,0.10,2.14,77,Westleyview,4
251,25,0.09,3.59,667,Floridatown,10
212,77,0.11,1.35,614,South Jalen,7
343,66,0.10,2.68,474,Gorczanyside,4
163,73,0.10,0.07,668,Muellerton,3
132,71,0.10,0.64,336,New Charles,4
100,62,0.09,4.39,669,Elwynshire,7
79,36,0.10,0.28,693,New Andymouth,4
247,58,0.12,1.42,273,South Hattiemouth,7
263,58,0.10,0.6,516,West Stefanie,4
254,35,0.12,1.72,263,Lake Shemarmouth,6
339,27,0.10,2.28,106,East Wilton,3
268,60,0.11,4.37,496,New Ashaton,9
184,53,0.11,2.56,314,Zenaside,9
281,48,0.10,4.45,792,North Louie,2
214,63,0.12,0.68,791,Kirstinshire,3
337,63,0.12,4.59,480,New Wilmer,4
171,42,0.12,0.39,601,Emardburgh,5
86,40,0.10,4.15,385,Port Mandystad,5
289,44,0.10,4.75,591,South Loraine,5
356,71,0.12,3.65,157,Kundefort,8
276,29,0.09,4.73,681,Bashirianview,4
81,69,0.11,2.94,85,South Brettview,4
154,64,0.12,1.64,958,New Carlosport,3
73,67,0.09,1.03,38,East Esperanza,4
317,42,0.11,1.25,781,South Maybelle,9
117,69,0.09,3.14,672,Ritchieside,5
291,75,0.11,2.69,435,Rogahnchester,5
94,22,0.08,2.98,164,Dockview,7
151,39,0.09,4.21,202,East Osbaldoshire,8
163,76,0.09,2.28,557,Rahultown,2
85,39,0.11,4.71,971,Rowanshire,2
295,27,0.10,4.14,287,Darricktown,3
252,57,0.10,3.01,268,Cartwrightbury,3
115,74,0.10,3.11,674,Blickland,9
283,42,0.09,3.65,646,Winifredbury,7
94,46,0.12,4.72,644,East Austyn,4
236,62,0.08,1,684,West Valentine,3
349,21,0.10,4.66,805,Cobyport,7
310,73,0.08,2.35,478,Nathanielmouth,7
231,31,0.11,4.84,963,New Katlyn,3
165,29,0.09,4.41,824,Burdettetown,8
187,75,0.09,4.99,547,West Claireland,3
190,36,0.08,4.14,368,McCulloughside,4
142,56,0.09,1.08,96,Albertomouth,2
215,24,0.08,4.57,603,North Rylan,9
216,59,0.09,2.43,291,North Julia,9
331,48,0.11,0.58,142,Gunnarberg,7
297,34,0.08,1.61,908,Monahanfurt,4
324,54,0.09,0.51,412,Kunzehaven,3
221,33,0.13,2.91,680,Dulceborough,8
221,47,0.10,3.68,595,Tremblayton,10
285,49,0.09,2.75,889,Rolfsonview,2
355,77,0.09,1.86,476,East Hardyton,2
140,45,0.12,1.9,750,Maxfort,6
100,46,0.13,2.56,941,Jaquanfurt,2
76,22,0.08,0.21,479,Alyssonton,6
307,22,0.11,1.46,25,Georgeview,7
295,75,0.12,0.56,410,Mabelmouth,2
336,38,0.12,3.82,695,Edmondfort,9
304,41,0.11,2.72,897,West Khalilville,3
169,25,0.11,3.94,239,Dallinland,7
217,41,0.08,3.77,581,Port Julianafurt,3
64,44,0.12,3.28,798,Altenwerthville,2
82,46,0.09,1.44,799,Cruickshankfurt,9
352,73,0.10,0.2,373,Cronaville,5
221,38,0.11,0.48,681,New Trycia,8
333,64,0.10,0.87,264,Predovicmouth,7
346,40,0.12,2.92,891,Huelsbury,7
282,45,0.09,3.72,485,Port Stuart,9
139,33,0.08,0.33,646,Lake Alessandra,10
134,74,0.09,0.9,852,Port Adrianmouth,5
157,71,0.12,3.73,392,Port Kurtfurt,8
100,26,0.12,1.74,603,New Zelda,4
81,35,0.08,0.29,226,East Ciara,2
97,22,0.09,2.82,120,South Mack,10
250,32,0.11,1.66,156,Balistreritown,5
324,40,0.12,1.28,944,West Stephanychester,5
358,22,0.11,3.08,10,Schambergerborough,4
263,39,0.08,1.94,82,Stromantown,5
157,55,0.09,3.47,310,West Francescaton,9
181,46,0.11,2.77,385,Port Reta,8
262,54,0.08,0.95,145,Hermannshire,3
145,48,0.10,1.25,370,Lake Juanita,10
263,58,0.08,1.89,422,Shanonland,3
66,67,0.08,1.93,959,Bettyebury,10
173,25,0.08,4.31,96,West Arelyville,3
310,78,0.12,2.79,414,South Elva,6
65,38,0.09,3.67,174,Maggioview,3
193,42,0.09,4.38,502,O'Reillytown,9
128,57,0.08,0.29,59,Keithside,4
201,52,0.08,2.91,885,East Colton,4
276,29,0.10,1.82,352,Port Dejahborough,10
80,63,0.11,2.42,940,Collierport,8
158,29,0.12,0.52,611,New Alverta,9
163,49,0.12,0.27,983,East Venaborough,9
100,48,0.08,1.29,968,West Adrianna,5
130,36,0.08,0.97,234,Port Raymond,10
302,78,0.12,2.62,480,Port Burnicehaven,3
295,68,0.12,3.43,583,East Letaside,3
144,31,0.08,2.72,109,Niabury,6
227,73,0.10,4.4,333,Jerdeland,10
235,69,0.12,2.84,851,Douglasburgh,3
275,28,0.08,2.54,978,Port Natside,7
96,33,0.13,2.99,861,Lake Hayliemouth,3
230,51,0.11,4.84,419,Nikolausbury,3
300,74,0.11,1.33,800,Cartwrightchester,10
255,67,0.12,3.86,582,Fadelbury,8
118,35,0.09,0.33,88,Shyannfort,2
76,52,0.11,4.18,691,Lake Libbyview,3
290,24,0.12,0.13,638,Krystalland,10
310,66,0.10,0.98,380,Antoniettabury,2
322,73,0.09,0.14,545,Webermouth,2
216,50,0.11,2.21,652,East Kellymouth,2
215,56,0.10,3.87,231,Lake Flossie,5
240,57,0.1,0.56,715,Rosenbaumburgh,10
81,30,0.10,4.26,485,Gaylordside,6
129,22,0.12,0.18,212,North Hal,2
327,22,0.12,4.64,960,South Jaycebury,8
221,63,0.12,3.23,676,New Garretport,7
144,72,0.08,1.6,306,Port Sydnieshire,9
331,48,0.10,0.48,801,Adalbertomouth,7
243,61,0.11,3.99,118,East Sabinaport,6
188,71,0.08,0.62,404,East Angelstad,9
153,24,0.10,3.6,387,South Serena,3
182,74,0.08,2.3,349,West Lilyanview,3
127,41,0.09,0.66,352,Tevinside,6
76,50,0.08,4.47,767,Ullrichmouth,9
242,65,0.12,1.67,592,Dariusborough,5
165,77,0.10,3.19,546,Shaniyaburgh,10
279,35,0.11,3.41,568,North Tylerfurt,8
204,72,0.09,3.81,780,New Margaritaberg,2
206,76,0.08,1.71,54,Lake Fredafurt,7
164,27,0.11,1.81,703,Haneborough,4
219,56,0.12,0.51,129,New Mariam,4
137,66,0.12,4.55,587,Kellimouth,2
278,79,0.09,2.49,368,Lakinville,5
221,31,0.11,1.77,296,East Deanna,3
68,44,0.12,3.34,114,Jarrettshire,7
233,71,0.09,4.97,102,North Colt,8
226,27,0.09,1.36,434,Nolanland,9
187,68,0.09,4.3,585,North Jaren,5
334,70,0.12,4.95,405,West Jarvisport,10
